Total Nacional	Comunidades y Ciudades Autónomas	Provincias	Islas	Tipo de dato	Periodo	Total
Total Nacional	Andalucía			Porcentaje de población que sale del área	28/6/2020	14,61
Total Nacional	Andalucía			Porcentaje de población que sale del área	24/6/2020	19,64
Total Nacional	Andalucía			Porcentaje de población que sale del área	20/6/2020	17,09
Total Nacional	Andalucía			Porcentaje de población que sale del área	19/6/2020	19,15
Total Nacional	Andalucía			Porcentaje de población que sale del área	18/6/2020	19,16
Total Nacional	Andalucía			Porcentaje de población que sale del área	17/6/2020	18,95
Total Nacional	Andalucía			Porcentaje de población que sale del área	16/6/2020	18,73
Total Nacional	Andalucía			Porcentaje de población que sale del área	15/6/2020	18,33
Total Nacional	Andalucía			Porcentaje de población que sale del área	14/6/2020	13,72
Total Nacional	Andalucía			Porcentaje de población que sale del área	13/6/2020	16,3
Total Nacional	Andalucía			Porcentaje de población que sale del área	12/6/2020	17,3
Total Nacional	Andalucía			Porcentaje de población que sale del área	11/6/2020	18,06
Total Nacional	Andalucía			Porcentaje de población que sale del área	10/6/2020	18,91
Total Nacional	Andalucía			Porcentaje de población que sale del área	9/6/2020	16,51
Total Nacional	Andalucía			Porcentaje de población que sale del área	8/6/2020	16,92
Total Nacional	Andalucía			Porcentaje de población que sale del área	7/6/2020	12,64
Total Nacional	Andalucía			Porcentaje de población que sale del área	6/6/2020	15,65
Total Nacional	Andalucía			Porcentaje de población que sale del área	5/6/2020	17,65
Total Nacional	Andalucía			Porcentaje de población que sale del área	4/6/2020	17,39
Total Nacional	Andalucía			Porcentaje de población que sale del área	3/6/2020	17,55
Total Nacional	Andalucía			Porcentaje de población que sale del área	2/6/2020	17,56
Total Nacional	Andalucía			Porcentaje de población que sale del área	1/6/2020	16,56
Total Nacional	Andalucía			Porcentaje de población que sale del área	31/5/2020	11,65
Total Nacional	Andalucía			Porcentaje de población que sale del área	30/5/2020	14,56
Total Nacional	Andalucía			Porcentaje de población que sale del área	29/5/2020	16,92
Total Nacional	Andalucía			Porcentaje de población que sale del área	28/5/2020	16,9
Total Nacional	Andalucía			Porcentaje de población que sale del área	27/5/2020	16,8
Total Nacional	Andalucía			Porcentaje de población que sale del área	26/5/2020	16,53
Total Nacional	Andalucía			Porcentaje de población que sale del área	25/5/2020	16,08
Total Nacional	Andalucía			Porcentaje de población que sale del área	24/5/2020	11,11
Total Nacional	Andalucía			Porcentaje de población que sale del área	23/5/2020	13,32
Total Nacional	Andalucía			Porcentaje de población que sale del área	22/5/2020	15,79
Total Nacional	Andalucía			Porcentaje de población que sale del área	21/5/2020	15,78
Total Nacional	Andalucía			Porcentaje de población que sale del área	20/5/2020	15,75
Total Nacional	Andalucía			Porcentaje de población que sale del área	19/5/2020	15,61
Total Nacional	Andalucía			Porcentaje de población que sale del área	18/5/2020	14,76
Total Nacional	Andalucía			Porcentaje de población que sale del área	17/5/2020	8,78
Total Nacional	Andalucía			Porcentaje de población que sale del área	16/5/2020	10,66
Total Nacional	Andalucía			Porcentaje de población que sale del área	15/5/2020	13,5
Total Nacional	Andalucía			Porcentaje de población que sale del área	14/5/2020	13,37
Total Nacional	Andalucía			Porcentaje de población que sale del área	13/5/2020	14,12
Total Nacional	Andalucía			Porcentaje de población que sale del área	12/5/2020	13,65
Total Nacional	Andalucía			Porcentaje de población que sale del área	11/5/2020	13,25
Total Nacional	Andalucía			Porcentaje de población que sale del área	10/5/2020	6,43
Total Nacional	Andalucía			Porcentaje de población que sale del área	9/5/2020	7,43
Total Nacional	Andalucía			Porcentaje de población que sale del área	8/5/2020	12,79
Total Nacional	Andalucía			Porcentaje de población que sale del área	7/5/2020	12,65
Total Nacional	Andalucía			Porcentaje de población que sale del área	6/5/2020	12,68
Total Nacional	Andalucía			Porcentaje de población que sale del área	5/5/2020	12,88
Total Nacional	Andalucía			Porcentaje de población que sale del área	4/5/2020	12,18
Total Nacional	Andalucía			Porcentaje de población que sale del área	3/5/2020	6,98
Total Nacional	Andalucía			Porcentaje de población que sale del área	2/5/2020	7,93
Total Nacional	Andalucía			Porcentaje de población que sale del área	1/5/2020	7,39
Total Nacional	Andalucía			Porcentaje de población que sale del área	30/4/2020	11,24
Total Nacional	Andalucía			Porcentaje de población que sale del área	29/4/2020	11,13
Total Nacional	Andalucía			Porcentaje de población que sale del área	28/4/2020	10,64
Total Nacional	Andalucía			Porcentaje de población que sale del área	27/4/2020	9,4
Total Nacional	Andalucía			Porcentaje de población que sale del área	26/4/2020	5,17
Total Nacional	Andalucía			Porcentaje de población que sale del área	25/4/2020	6,62
Total Nacional	Andalucía			Porcentaje de población que sale del área	24/4/2020	9,83
Total Nacional	Andalucía			Porcentaje de población que sale del área	23/4/2020	9,81
Total Nacional	Andalucía			Porcentaje de población que sale del área	22/4/2020	10,1
Total Nacional	Andalucía			Porcentaje de población que sale del área	21/4/2020	9,46
Total Nacional	Andalucía			Porcentaje de población que sale del área	20/4/2020	9,74
Total Nacional	Andalucía			Porcentaje de población que sale del área	19/4/2020	5,29
Total Nacional	Andalucía			Porcentaje de población que sale del área	18/4/2020	7,16
Total Nacional	Andalucía			Porcentaje de población que sale del área	17/4/2020	9,72
Total Nacional	Andalucía			Porcentaje de población que sale del área	16/4/2020	10,36
Total Nacional	Andalucía			Porcentaje de población que sale del área	15/4/2020	9,45
Total Nacional	Andalucía			Porcentaje de población que sale del área	14/4/2020	9,67
Total Nacional	Andalucía			Porcentaje de población que sale del área	13/4/2020	9,78
Total Nacional	Andalucía			Porcentaje de población que sale del área	12/4/2020	5,73
Total Nacional	Andalucía			Porcentaje de población que sale del área	11/4/2020	7,08
Total Nacional	Andalucía			Porcentaje de población que sale del área	10/4/2020	5,96
Total Nacional	Andalucía			Porcentaje de población que sale del área	9/4/2020	6,93
Total Nacional	Andalucía			Porcentaje de población que sale del área	8/4/2020	9,05
Total Nacional	Andalucía			Porcentaje de población que sale del área	7/4/2020	9,12
Total Nacional	Andalucía			Porcentaje de población que sale del área	6/4/2020	8,66
Total Nacional	Andalucía			Porcentaje de población que sale del área	5/4/2020	5,54
Total Nacional	Andalucía			Porcentaje de población que sale del área	4/4/2020	6,79
Total Nacional	Andalucía			Porcentaje de población que sale del área	3/4/2020	8,93
Total Nacional	Andalucía			Porcentaje de población que sale del área	2/4/2020	8,04
Total Nacional	Andalucía			Porcentaje de población que sale del área	1/4/2020	8,07
Total Nacional	Andalucía			Porcentaje de población que sale del área	31/3/2020	8,26
Total Nacional	Andalucía			Porcentaje de población que sale del área	30/3/2020	9,01
Total Nacional	Andalucía			Porcentaje de población que sale del área	28/3/2020	7,46
Total Nacional	Andalucía			Porcentaje de población que sale del área	26/3/2020	10,2
Total Nacional	Andalucía			Porcentaje de población que sale del área	24/3/2020	10,16
Total Nacional	Andalucía			Porcentaje de población que sale del área	22/3/2020	5,22
Total Nacional	Andalucía			Porcentaje de población que sale del área	20/3/2020	9,11
Total Nacional	Andalucía			Porcentaje de población que sale del área	18/3/2020	9,55
Total Nacional	Andalucía			Porcentaje de población que sale del área	16/3/2020	11,32
Total Nacional	Andalucía			Porcentaje de población que sale del área	18/11/2019	23,83
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	29/12/2021	15,88
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	26/12/2021	9,89
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	22/12/2021	17,42
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	19/12/2021	11,5
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	15/12/2021	18,43
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	12/12/2021	11,64
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	8/12/2021	12,31
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	1/12/2021	18,32
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	28/11/2021	11,81
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	24/11/2021	18,2
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	21/11/2021	11,09
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	17/11/2021	18,31
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	14/11/2021	12,01
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	10/11/2021	18,33
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	7/11/2021	11,76
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	3/11/2021	11,39
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	31/10/2021	12,44
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	27/10/2021	17,6
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	24/10/2021	12,16
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	20/10/2021	17,92
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	17/10/2021	11,94
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	13/10/2021	17,28
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	10/10/2021	12,67
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	6/10/2021	18,22
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	3/10/2021	9,69
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	29/9/2021	18,06
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	26/9/2021	12,32
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	22/9/2021	16,88
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	19/9/2021	12,55
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	15/9/2021	17,35
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	12/9/2021	13,09
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	8/9/2021	17,14
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	5/9/2021	13,15
Total Nacional	Andalucía	Almería		Porcentaje de población que sale del área	1/9/2021	16,94
